Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,RU,ES,JP,KR,FR,DE,PT,TH,IN,VI
RelicConfig_67824_BattleDesc,aJCV,z造物_RelicConfig_A.csv,337,RelicConfig,BattleDesc,,战斗开始时，算力上限+1，觉醒所有唤醒体。回合开始时，随机发现一个「造物」或「支援」，共发现五次。,"At the start of battle, Arithmetica Limit +1, Rouse all Awakeners. At turn start, randomly Discover a ""Relic"" or ""Support"", up to 5 times.","Бой начинается, предел вычислительной мощности +1, пробуждение всех пробуждающих тел. В начале хода случайно обнаружить одно 《создание》 или 《поддержку》, всего обнаружить пять раз.","Al comenzar la batalla, el límite de aritmética +1, despierta a todos los despertadores. Al inicio de cada turno, descubre aleatoriamente una ""reliquia"" o ""apoyo"", por un total de cinco veces",バトル開始時、計算力上限＋1、すべての覚醒体を覚醒。ターン開始時、ランダムで「つくりもの」または「支援」を発見し、合計5回発見する。,"전투 시작 시, 산출력 상한 +1, 모든 웨이크업 바디를 각성. 턴 시작 시, “조물주” 또는 “지원” 중 하나를 무작위로 발견, 총 5번 발견.","Au début du combat, le plafond de l'arithmétique +1, réveillez tous les réveilleurs. Au début du tour, découvrez une « relique » ou « soutien » au hasard, découvrir un total de cinq fois","Zu Beginn des Kampfes erhöht sich das Arithmetica-Limit um 1, alle Erwecker werden erweckt. Zu Beginn der Runde findet zufällig 5 Mal einen ""Relikt"" oder ""Unterstützung""","Ao início da batalha, o limite de aritmética +1, desperte todos os despertadores. No início do turno, descubra aleatoriamente uma「reliquia」ou「apoio」, totalizando cinco descobertas",เมื่อการต่อสู้เริ่มต้น พลังการคำนวณสูงสุด +1 และการตื่นรู้ทั้งหมดของร่างกายที่ตื่นขึ้น เมื่อรอบเริ่มต้น จะได้รับการค้นพบแบบสุ่ม「สิ่งสร้าง」หรือ「การสนับสนุน」 รวมทั้งหมด 5 ครั้ง。,"Pada awal pertempuran, batas aritmetika +1, bangun semua pembangun. Pada awal giliran, temukan secara acak satu 「relik」 atau 「dukungan」, total ditemukan lima kali.","Khi bắt đầu chiến đấu, giới hạn sức tính toán +1, thức tỉnh tất cả thân thể được đánh thức. Khi bắt đầu lượt, ngẫu nhiên phát hiện một 「sáng tạo」 hoặc 「hỗ trợ」, tổng cộng phát hiện năm lần."
RelicConfig_67818_Name,aJCz,z造物_RelicConfig_A.csv,338,RelicConfig,Name,,<OrangeQuality:「万象门扉ε」>,"<OrangeQuality:""Gateway of All Realms ε"">",<OrangeQuality:《Врата Тысячи Образов ε》>,<OrangeQuality:「Puerta del Infinito ε」>,<OrangeQuality:「万象の扉ε」>,<OrangeQuality:“만상문ε”>,<OrangeQuality:「Porte des mille phénomènes ε」>,<OrangeQuality:「Mundator-Tür ε」>,<OrangeQuality:「Portal dos Mil Aspectos ε」>,<OrangeQuality:「ประตูว่านเซี่ยงε」>,<OrangeQuality:「Pintu Sepuluh Ribu Duniaε」>,<OrangeQuality:「Cánh cửa Vạn Tượng ε」>
RelicConfig_67818_Desc,aJCy,z造物_RelicConfig_A.csv,338,RelicConfig,Desc,,战斗开始时，算力上限+1，觉醒所有唤醒体。回合开始时，随机发现一个「造物」或「支援」，共发现五次。,"At the start of battle, Arithmetica Limit +1, Rouse all Awakeners. At turn start, randomly discover a ""Relic "" or ""Support"", for a total of five discoveries.","Бой начинается, предел вычислительной мощности +1, пробуждение всех пробуждающих тел. В начале хода случайно обнаружить одно 《создание》 или 《поддержку》, всего обнаружить пять раз.","Al comenzar la batalla, el límite de aritmética +1, despierta a todos los despertadores. Al inicio de cada turno, descubre aleatoriamente una ""reliquia"" o ""apoyo"", por un total de cinco veces",バトル開始時、計算力上限＋1、すべての覚醒体を覚醒。ターン開始時、ランダムで「つくりもの」または「支援」を発見し、合計5回発見する。,"전투 시작 시, 산출력 상한 +1, 모든 웨이크업 바디를 각성. 턴 시작 시, “조물주” 또는 “지원” 중 하나를 무작위로 발견, 총 5번 발견.","Au début du combat, le plafond de l'arithmétique +1, réveillez tous les réveilleurs. Au début du tour, découvrez une « relique » ou « soutien » au hasard, découvrir un total de cinq fois","Zu Beginn des Kampfes erhöht sich das Arithmetica-Limit um 1, alle Erwecker werden erweckt. Zu Beginn der Runde findet zufällig 5 Mal einen ""Relikt"" oder ""Unterstützung""","Ao início da batalha, o limite de aritmética +1, desperte todos os despertadores. No início do turno, descubra aleatoriamente uma「reliquia」ou「apoio」, totalizando cinco descobertas",เมื่อการต่อสู้เริ่มต้น พลังการคำนวณสูงสุด +1 และการตื่นรู้ทั้งหมดของร่างกายที่ตื่นขึ้น เมื่อรอบเริ่มต้น จะได้รับการค้นพบแบบสุ่ม「สิ่งสร้าง」หรือ「การสนับสนุน」 รวมทั้งหมด 5 ครั้ง。,"Pada awal pertempuran, batas aritmetika +1, bangun semua pembangun. Pada awal giliran, temukan secara acak satu 「relik」 atau 「dukungan」, total ditemukan lima kali.","Khi bắt đầu chiến đấu, giới hạn sức tính toán +1, thức tỉnh tất cả thân thể được đánh thức. Khi bắt đầu lượt, ngẫu nhiên phát hiện một 「sáng tạo」 hoặc 「hỗ trợ」, tổng cộng phát hiện năm lần."
RelicConfig_67818_BattleDesc,aJCx,z造物_RelicConfig_A.csv,338,RelicConfig,BattleDesc,,战斗开始时，算力上限+1，觉醒所有唤醒体。回合开始时，随机发现一个「造物」或「支援」，共发现五次。,"At the start of battle, Arithmetica Limit +1, Rouse all Awakeners. At turn start, randomly Discover a ""Relic"" or ""Support"", up to 5 times.","Бой начинается, предел вычислительной мощности +1, пробуждение всех пробуждающих тел. В начале хода случайно обнаружить одно 《создание》 или 《поддержку》, всего обнаружить пять раз.","Al comenzar la batalla, el límite de aritmética +1, despierta a todos los despertadores. Al inicio de cada turno, descubre aleatoriamente una ""reliquia"" o ""apoyo"", por un total de cinco veces",バトル開始時、計算力上限＋1、すべての覚醒体を覚醒。ターン開始時、ランダムで「つくりもの」または「支援」を発見し、合計5回発見する。,"전투 시작 시, 산출력 상한 +1, 모든 웨이크업 바디를 각성. 턴 시작 시, “조물주” 또는 “지원” 중 하나를 무작위로 발견, 총 5번 발견.","Au début du combat, le plafond de l'arithmétique +1, réveillez tous les réveilleurs. Au début du tour, découvrez une « relique » ou « soutien » au hasard, découvrir un total de cinq fois","Zu Beginn des Kampfes erhöht sich das Arithmetica-Limit um 1, alle Erwecker werden erweckt. Zu Beginn der Runde findet zufällig 5 Mal einen ""Relikt"" oder ""Unterstützung""","Ao início da batalha, o limite de aritmética +1, desperte todos os despertadores. No início do turno, descubra aleatoriamente uma「reliquia」ou「apoio」, totalizando cinco descobertas",เมื่อการต่อสู้เริ่มต้น พลังการคำนวณสูงสุด +1 และการตื่นรู้ทั้งหมดของร่างกายที่ตื่นขึ้น เมื่อรอบเริ่มต้น จะได้รับการค้นพบแบบสุ่ม「สิ่งสร้าง」หรือ「การสนับสนุน」 รวมทั้งหมด 5 ครั้ง。,"Pada awal pertempuran, batas aritmetika +1, bangun semua pembangun. Pada awal giliran, temukan secara acak satu 「relik」 atau 「dukungan」, total ditemukan lima kali.","Khi bắt đầu chiến đấu, giới hạn sức tính toán +1, thức tỉnh tất cả thân thể được đánh thức. Khi bắt đầu lượt, ngẫu nhiên phát hiện một 「sáng tạo」 hoặc 「hỗ trợ」, tổng cộng phát hiện năm lần."
RelicConfig_67819_Name,aJCD,z造物_RelicConfig_A.csv,339,RelicConfig,Name,,<OrangeQuality:「万象门扉ζ」>,"<OrangeQuality:""Gateway of All Realms ζ"">",<OrangeQuality:《Врата Всех Возможностейζ》>,<OrangeQuality:「Puerta del Infinito ζ」>,<OrangeQuality:「万象の扉ζ」>,<OrangeQuality:“만상문ζ”>,<OrangeQuality:「Porte des mille phénomènes ζ」>,<OrangeQuality:「Mundator-Tür ζ」>,<OrangeQuality:「Portal dos Mil Aspectos ζ」>,<OrangeQuality:「ประตูทุกสรรพสิ่งζ」>,<OrangeQuality:「Pintu ζ」>,<OrangeQuality:「Cánh Cửa Thiên Tượng ζ」>
RelicConfig_67819_Desc,aJCC,z造物_RelicConfig_A.csv,339,RelicConfig,Desc,,战斗开始时，算力上限+1，觉醒所有唤醒体。回合开始时，随机发现一个「造物」或「支援」，共发现五次。,"At the start of battle, Arithmetica Limit +1, Rouse all Awakeners. At turn start, randomly discover a ""Relic "" or ""Support"", for a total of five discoveries.","Бой начинается, предел вычислительной мощности +1, пробуждение всех пробуждающих тел. В начале хода случайно обнаружить одно 《создание》 или 《поддержку》, всего обнаружить пять раз.","Al comenzar la batalla, el límite de aritmética +1, despierta a todos los despertadores. Al inicio de cada turno, descubre aleatoriamente una ""reliquia"" o ""apoyo"", por un total de cinco veces",バトル開始時、計算力上限＋1、すべての覚醒体を覚醒。ターン開始時、ランダムで「つくりもの」または「支援」を発見し、合計5回発見する。,"전투 시작 시, 산출력 상한 +1, 모든 웨이크업 바디를 각성. 턴 시작 시, “조물주” 또는 “지원” 중 하나를 무작위로 발견, 총 5번 발견.","Au début du combat, le plafond de l'arithmétique +1, réveillez tous les réveilleurs. Au début du tour, découvrez une « relique » ou « soutien » au hasard, découvrir un total de cinq fois","Zu Beginn des Kampfes erhöht sich das Arithmetica-Limit um 1, alle Erwecker werden erweckt. Zu Beginn der Runde findet zufällig 5 Mal einen ""Relikt"" oder ""Unterstützung""","Ao início da batalha, o limite de aritmética +1, desperte todos os despertadores. No início do turno, descubra aleatoriamente uma「reliquia」ou「apoio」, totalizando cinco descobertas",เมื่อการต่อสู้เริ่มต้น พลังการคำนวณสูงสุด +1 และการตื่นรู้ทั้งหมดของร่างกายที่ตื่นขึ้น เมื่อรอบเริ่มต้น จะได้รับการค้นพบแบบสุ่ม「สิ่งสร้าง」หรือ「การสนับสนุน」 รวมทั้งหมด 5 ครั้ง。,"Pada awal pertempuran, batas aritmetika +1, bangun semua pembangun. Pada awal giliran, temukan secara acak satu 「relik」 atau 「dukungan」, total ditemukan lima kali.","Khi bắt đầu chiến đấu, giới hạn sức tính toán +1, thức tỉnh tất cả thân thể được đánh thức. Khi bắt đầu lượt, ngẫu nhiên phát hiện một 「sáng tạo」 hoặc 「hỗ trợ」, tổng cộng phát hiện năm lần."
RelicConfig_67819_BattleDesc,aJCB,z造物_RelicConfig_A.csv,339,RelicConfig,BattleDesc,,战斗开始时，算力上限+1，觉醒所有唤醒体。回合开始时，随机发现一个「造物」或「支援」，共发现五次。,"At the start of battle, Arithmetica Limit +1, Rouse all Awakeners. At turn start, randomly Discover a ""Relic"" or ""Support"", up to 5 times.","Бой начинается, предел вычислительной мощности +1, пробуждение всех пробуждающих тел. В начале хода случайно обнаружить одно 《создание》 или 《поддержку》, всего обнаружить пять раз.","Al comenzar la batalla, el límite de aritmética +1, despierta a todos los despertadores. Al inicio de cada turno, descubre aleatoriamente una ""reliquia"" o ""apoyo"", por un total de cinco veces",バトル開始時、計算力上限＋1、すべての覚醒体を覚醒。ターン開始時、ランダムで「つくりもの」または「支援」を発見し、合計5回発見する。,"전투 시작 시, 산출력 상한 +1, 모든 웨이크업 바디를 각성. 턴 시작 시, “조물주” 또는 “지원” 중 하나를 무작위로 발견, 총 5번 발견.","Au début du combat, le plafond de l'arithmétique +1, réveillez tous les réveilleurs. Au début du tour, découvrez une « relique » ou « soutien » au hasard, découvrir un total de cinq fois","Zu Beginn des Kampfes erhöht sich das Arithmetica-Limit um 1, alle Erwecker werden erweckt. Zu Beginn der Runde findet zufällig 5 Mal einen ""Relikt"" oder ""Unterstützung""","Ao início da batalha, o limite de aritmética +1, desperte todos os despertadores. No início do turno, descubra aleatoriamente uma「reliquia」ou「apoio」, totalizando cinco descobertas",เมื่อการต่อสู้เริ่มต้น พลังการคำนวณสูงสุด +1 และการตื่นรู้ทั้งหมดของร่างกายที่ตื่นขึ้น เมื่อรอบเริ่มต้น จะได้รับการค้นพบแบบสุ่ม「สิ่งสร้าง」หรือ「การสนับสนุน」 รวมทั้งหมด 5 ครั้ง。,"Pada awal pertempuran, batas aritmetika +1, bangun semua pembangun. Pada awal giliran, temukan secara acak satu 「relik」 atau 「dukungan」, total ditemukan lima kali.","Khi bắt đầu chiến đấu, giới hạn sức tính toán +1, thức tỉnh tất cả thân thể được đánh thức. Khi bắt đầu lượt, ngẫu nhiên phát hiện một 「sáng tạo」 hoặc 「hỗ trợ」, tổng cộng phát hiện năm lần."
RelicConfig_67823_Name,aJCT,z造物_RelicConfig_A.csv,340,RelicConfig,Name,,<OrangeQuality:「万象门扉η」>,"<OrangeQuality:""Gateway of All Realmsη"">",<OrangeQuality:《Врата Тысячи Образов η》>,<OrangeQuality:「Puerta del Infinito η」>,<OrangeQuality:「万象の扉η」>,<OrangeQuality:“만상문η”>,<OrangeQuality:「Porte des mille phénomènes η」>,<OrangeQuality:「Mundator-Tür η」>,<OrangeQuality:「Portal dos Mil Aspectos η」>,<OrangeQuality:「ประตูหมื่นอันη」>,<OrangeQuality:「Pintuη」>,<OrangeQuality:「Cánh Cửa Vạn Tượng η」>
RelicConfig_67823_Desc,aJCS,z造物_RelicConfig_A.csv,340,RelicConfig,Desc,,战斗开始时，算力上限+1，觉醒所有唤醒体。回合开始时，随机发现一个「造物」或「支援」，共发现五次。,"At the start of battle, Arithmetica Limit +1, Rouse all Awakeners. At turn start, randomly discover a ""Relic "" or ""Support"", for a total of five discoveries.","Бой начинается, предел вычислительной мощности +1, пробуждение всех пробуждающих тел. В начале хода случайно обнаружить одно 《создание》 или 《поддержку》, всего обнаружить пять раз.","Al comenzar la batalla, el límite de aritmética +1, despierta a todos los despertadores. Al inicio de cada turno, descubre aleatoriamente una ""reliquia"" o ""apoyo"", por un total de cinco veces",バトル開始時、計算力上限＋1、すべての覚醒体を覚醒。ターン開始時、ランダムで「つくりもの」または「支援」を発見し、合計5回発見する。,"전투 시작 시, 산출력 상한 +1, 모든 웨이크업 바디를 각성. 턴 시작 시, “조물주” 또는 “지원” 중 하나를 무작위로 발견, 총 5번 발견.","Au début du combat, le plafond de l'arithmétique +1, réveillez tous les réveilleurs. Au début du tour, découvrez une « relique » ou « soutien » au hasard, découvrir un total de cinq fois","Zu Beginn des Kampfes erhöht sich das Arithmetica-Limit um 1, alle Erwecker werden erweckt. Zu Beginn der Runde findet zufällig 5 Mal einen ""Relikt"" oder ""Unterstützung""","Ao início da batalha, o limite de aritmética +1, desperte todos os despertadores. No início do turno, descubra aleatoriamente uma「reliquia」ou「apoio」, totalizando cinco descobertas",เมื่อการต่อสู้เริ่มต้น พลังการคำนวณสูงสุด +1 และการตื่นรู้ทั้งหมดของร่างกายที่ตื่นขึ้น เมื่อรอบเริ่มต้น จะได้รับการค้นพบแบบสุ่ม「สิ่งสร้าง」หรือ「การสนับสนุน」 รวมทั้งหมด 5 ครั้ง。,"Pada awal pertempuran, batas aritmetika +1, bangun semua pembangun. Pada awal giliran, temukan secara acak satu 「relik」 atau 「dukungan」, total ditemukan lima kali.","Khi bắt đầu chiến đấu, giới hạn sức tính toán +1, thức tỉnh tất cả thân thể được đánh thức. Khi bắt đầu lượt, ngẫu nhiên phát hiện một 「sáng tạo」 hoặc 「hỗ trợ」, tổng cộng phát hiện năm lần."
RelicConfig_67823_BattleDesc,aJCR,z造物_RelicConfig_A.csv,340,RelicConfig,BattleDesc,,战斗开始时，算力上限+1，觉醒所有唤醒体。回合开始时，随机发现一个「造物」或「支援」，共发现五次。,"At the start of battle, Arithmetica Limit +1, Rouse all Awakeners. At turn start, randomly Discover a ""Relic"" or ""Support"", up to 5 times.","Бой начинается, предел вычислительной мощности +1, пробуждение всех пробуждающих тел. В начале хода случайно обнаружить одно 《создание》 или 《поддержку》, всего обнаружить пять раз.","Al comenzar la batalla, el límite de aritmética +1, despierta a todos los despertadores. Al inicio de cada turno, descubre aleatoriamente una ""reliquia"" o ""apoyo"", por un total de cinco veces",バトル開始時、計算力上限＋1、すべての覚醒体を覚醒。ターン開始時、ランダムで「つくりもの」または「支援」を発見し、合計5回発見する。,"전투 시작 시, 산출력 상한 +1, 모든 웨이크업 바디를 각성. 턴 시작 시, “조물주” 또는 “지원” 중 하나를 무작위로 발견, 총 5번 발견.","Au début du combat, le plafond de l'arithmétique +1, réveillez tous les réveilleurs. Au début du tour, découvrez une « relique » ou « soutien » au hasard, découvrir un total de cinq fois","Zu Beginn des Kampfes erhöht sich das Arithmetica-Limit um 1, alle Erwecker werden erweckt. Zu Beginn der Runde findet zufällig 5 Mal einen ""Relikt"" oder ""Unterstützung""","Ao início da batalha, o limite de aritmética +1, desperte todos os despertadores. No início do turno, descubra aleatoriamente uma「reliquia」ou「apoio」, totalizando cinco descobertas",เมื่อการต่อสู้เริ่มต้น พลังการคำนวณสูงสุด +1 และการตื่นรู้ทั้งหมดของร่างกายที่ตื่นขึ้น เมื่อรอบเริ่มต้น จะได้รับการค้นพบแบบสุ่ม「สิ่งสร้าง」หรือ「การสนับสนุน」 รวมทั้งหมด 5 ครั้ง。,"Pada awal pertempuran, batas aritmetika +1, bangun semua pembangun. Pada awal giliran, temukan secara acak satu 「relik」 atau 「dukungan」, total ditemukan lima kali.","Khi bắt đầu chiến đấu, giới hạn sức tính toán +1, thức tỉnh tất cả thân thể được đánh thức. Khi bắt đầu lượt, ngẫu nhiên phát hiện một 「sáng tạo」 hoặc 「hỗ trợ」, tổng cộng phát hiện năm lần."
RelicConfig_67820_Name,aJCH,z造物_RelicConfig_A.csv,341,RelicConfig,Name,,<OrangeQuality:「万象门扉θ」>,"<OrangeQuality:""Gateway of All Realms θ"">",<OrangeQuality:《Врата Тысячи Образов θ》>,<OrangeQuality:「Puerta del Infinito θ」>,<OrangeQuality:「万象の扉θ」>,<OrangeQuality:“만상문θ”>,<OrangeQuality:「Porte des mille phénomènes θ」>,<OrangeQuality:「Mundator-Tür θ」>,<OrangeQuality:「Portal dos Mil Aspectos θ」>,<OrangeQuality:「ประตูหมื่นอุปการθ」>,<OrangeQuality:「Pintu θ」>,<OrangeQuality:「vạn tượng cánh cửa θ」>
RelicConfig_67820_Desc,aJCG,z造物_RelicConfig_A.csv,341,RelicConfig,Desc,,战斗开始时，算力上限+1，觉醒所有唤醒体。回合开始时，随机发现一个「造物」或「支援」，共发现五次。,"At the start of battle, Arithmetica Limit +1, Rouse all Awakeners. At turn start, randomly discover a ""Relic "" or ""Support"", for a total of five discoveries.","Бой начинается, предел вычислительной мощности +1, пробуждение всех пробуждающих тел. В начале хода случайно обнаружить одно 《создание》 или 《поддержку》, всего обнаружить пять раз.","Al comenzar la batalla, el límite de aritmética +1, despierta a todos los despertadores. Al inicio de cada turno, descubre aleatoriamente una ""reliquia"" o ""apoyo"", por un total de cinco veces",バトル開始時、計算力上限＋1、すべての覚醒体を覚醒。ターン開始時、ランダムで「つくりもの」または「支援」を発見し、合計5回発見する。,"전투 시작 시, 산출력 상한 +1, 모든 웨이크업 바디를 각성. 턴 시작 시, “조물주” 또는 “지원” 중 하나를 무작위로 발견, 총 5번 발견.","Au début du combat, le plafond de l'arithmétique +1, réveillez tous les réveilleurs. Au début du tour, découvrez une « relique » ou « soutien » au hasard, découvrir un total de cinq fois","Zu Beginn des Kampfes erhöht sich das Arithmetica-Limit um 1, alle Erwecker werden erweckt. Zu Beginn der Runde findet zufällig 5 Mal einen ""Relikt"" oder ""Unterstützung""","Ao início da batalha, o limite de aritmética +1, desperte todos os despertadores. No início do turno, descubra aleatoriamente uma「reliquia」ou「apoio」, totalizando cinco descobertas",เมื่อการต่อสู้เริ่มต้น พลังการคำนวณสูงสุด +1 และการตื่นรู้ทั้งหมดของร่างกายที่ตื่นขึ้น เมื่อรอบเริ่มต้น จะได้รับการค้นพบแบบสุ่ม「สิ่งสร้าง」หรือ「การสนับสนุน」 รวมทั้งหมด 5 ครั้ง。,"Pada awal pertempuran, batas aritmetika +1, bangun semua pembangun. Pada awal giliran, temukan secara acak satu 「relik」 atau 「dukungan」, total ditemukan lima kali.","Khi bắt đầu chiến đấu, giới hạn sức tính toán +1, thức tỉnh tất cả thân thể được đánh thức. Khi bắt đầu lượt, ngẫu nhiên phát hiện một 「sáng tạo」 hoặc 「hỗ trợ」, tổng cộng phát hiện năm lần."
RelicConfig_67820_BattleDesc,aJCF,z造物_RelicConfig_A.csv,341,RelicConfig,BattleDesc,,战斗开始时，算力上限+1，觉醒所有唤醒体。回合开始时，随机发现一个「造物」或「支援」，共发现五次。,"At the start of battle, Arithmetica Limit +1, Rouse all Awakeners. At turn start, randomly Discover a ""Relic"" or ""Support"", up to 5 times.","Бой начинается, предел вычислительной мощности +1, пробуждение всех пробуждающих тел. В начале хода случайно обнаружить одно 《создание》 или 《поддержку》, всего обнаружить пять раз.","Al comenzar la batalla, el límite de aritmética +1, despierta a todos los despertadores. Al inicio de cada turno, descubre aleatoriamente una ""reliquia"" o ""apoyo"", por un total de cinco veces",バトル開始時、計算力上限＋1、すべての覚醒体を覚醒。ターン開始時、ランダムで「つくりもの」または「支援」を発見し、合計5回発見する。,"전투 시작 시, 산출력 상한 +1, 모든 웨이크업 바디를 각성. 턴 시작 시, “조물주” 또는 “지원” 중 하나를 무작위로 발견, 총 5번 발견.","Au début du combat, le plafond de l'arithmétique +1, réveillez tous les réveilleurs. Au début du tour, découvrez une « relique » ou « soutien » au hasard, découvrir un total de cinq fois","Zu Beginn des Kampfes erhöht sich das Arithmetica-Limit um 1, alle Erwecker werden erweckt. Zu Beginn der Runde findet zufällig 5 Mal einen ""Relikt"" oder ""Unterstützung""","Ao início da batalha, o limite de aritmética +1, desperte todos os despertadores. No início do turno, descubra aleatoriamente uma「reliquia」ou「apoio」, totalizando cinco descobertas",เมื่อการต่อสู้เริ่มต้น พลังการคำนวณสูงสุด +1 และการตื่นรู้ทั้งหมดของร่างกายที่ตื่นขึ้น เมื่อรอบเริ่มต้น จะได้รับการค้นพบแบบสุ่ม「สิ่งสร้าง」หรือ「การสนับสนุน」 รวมทั้งหมด 5 ครั้ง。,"Pada awal pertempuran, batas aritmetika +1, bangun semua pembangun. Pada awal giliran, temukan secara acak satu 「relik」 atau 「dukungan」, total ditemukan lima kali.","Khi bắt đầu chiến đấu, giới hạn sức tính toán +1, thức tỉnh tất cả thân thể được đánh thức. Khi bắt đầu lượt, ngẫu nhiên phát hiện một 「sáng tạo」 hoặc 「hỗ trợ」, tổng cộng phát hiện năm lần."
RelicConfig_67826_Name,aJDf,z造物_RelicConfig_A.csv,342,RelicConfig,Name,,<OrangeQuality:「万象门扉ι」>,"<OrangeQuality:""Gateway of All Realms ι"">",<OrangeQuality:《Врата Тысячи Образов ι》>,<OrangeQuality:「Puerta del Infinito ι」>,<OrangeQuality:「万象の扉ι」>,<OrangeQuality:“만상문ι”>,<OrangeQuality:「Porte des mille phénomènes ι」>,<OrangeQuality:「Mundator-Tür ι」>,<OrangeQuality:「Portal dos Mil Aspectos ι」>,<OrangeQuality:「ประตูวานิชหมื่นอันι」>,<OrangeQuality:「Pintuι」>,<OrangeQuality:「Cửa Vạn Tượng ι」>
